job_id,industry,job_title,experience_level,employment_type,salary_min_usd,salary_max_usd,posted_date,company_size
708,Tech,Quant Researcher,Senior,Full-time,92645,120926,09-02-2025,Startup
709,E-commerce,Data Analyst,Mid,Full-time,64523,119477,14-01-2025,Large
710,Education,Computer Vision Engineer,Senior,Full-time,118063,139054,02-11-2024,Startup
711,Automotive,Computer Vision Engineer,Senior,Full-time,136125,171741,27-08-2024,Mid
712,Retail,NLP Engineer,Senior,Remote,89832,168332,21-12-2023,Mid
713,Automotive,Quant Researcher,Entry,Internship,58051,72433,10-04-2024,Startup
714,Education,AI Researcher,Entry,Remote,118098,180405,13-03-2024,Startup
715,E-commerce,NLP Engineer,Mid,Full-time,130644,162308,01-05-2025,Startup
716,Finance,NLP Engineer,Entry,Internship,44826,136391,08-10-2024,Large
717,Retail,Data Scientist,Senior,Internship,143864,189293,30-10-2023,Large
718,Retail,AI Researcher,Mid,Internship,119984,170149,15-09-2024,Large
719,E-commerce,Data Analyst,Senior,Full-time,84432,151643,30-07-2024,Startup
720,Tech,NLP Engineer,Entry,Full-time,78737,137073,05-05-2025,Startup
721,Automotive,Data Analyst,Entry,Internship,125708,211610,26-09-2024,Mid
722,Healthcare,ML Engineer,Mid,Remote,66588,150410,17-02-2024,Large
723,Education,Data Analyst,Senior,Contract,54873,128753,04-12-2023,Large
724,Automotive,Computer Vision Engineer,Senior,Internship,148303,168698,21-06-2025,Mid
725,Tech,AI Researcher,Mid,Full-time,41869,122449,24-01-2024,Mid
726,Retail,Data Analyst,Entry,Full-time,108841,170869,11-11-2024,Large
727,Healthcare,ML Engineer,Mid,Remote,114726,168511,08-09-2024,Large
728,Healthcare,Quant Researcher,Senior,Internship,80878,167444,20-01-2025,Mid
729,Automotive,NLP Engineer,Mid,Remote,58935,111154,11-09-2025,Mid
730,E-commerce,ML Engineer,Entry,Full-time,122431,210032,31-03-2024,Startup
731,Education,Quant Researcher,Mid,Full-time,102648,115973,23-06-2025,Mid
732,Retail,AI Product Manager,Senior,Full-time,61585,79010,22-05-2025,Large
733,Education,AI Product Manager,Entry,Remote,53822,122124,05-01-2024,Mid
734,E-commerce,ML Engineer,Senior,Remote,107790,178747,22-11-2023,Startup
735,Healthcare,Data Scientist,Entry,Full-time,138168,154475,16-12-2024,Mid
736,Finance,Computer Vision Engineer,Entry,Remote,129072,155706,25-03-2024,Startup
737,Finance,Computer Vision Engineer,Mid,Contract,117435,157783,23-06-2024,Startup
738,Education,Data Scientist,Mid,Full-time,104274,137730,13-05-2024,Large
739,Retail,ML Engineer,Senior,Contract,72786,95785,29-03-2025,Startup
740,E-commerce,AI Product Manager,Mid,Remote,108949,171824,14-04-2024,Large
741,Finance,AI Researcher,Senior,Contract,89875,110549,14-04-2024,Startup
742,Finance,ML Engineer,Senior,Internship,146648,220198,28-03-2024,Large
743,Automotive,Computer Vision Engineer,Senior,Contract,55334,92646,17-03-2024,Startup
744,Healthcare,AI Researcher,Entry,Remote,121991,217004,01-09-2024,Startup
745,Healthcare,AI Product Manager,Entry,Internship,137005,199493,20-05-2025,Startup
746,Retail,ML Engineer,Mid,Remote,137915,213509,13-12-2024,Mid
747,Education,Data Scientist,Mid,Remote,93505,184085,04-08-2025,Startup
748,Finance,NLP Engineer,Senior,Remote,146642,193936,05-11-2024,Mid
749,Retail,AI Researcher,Senior,Contract,53382,107955,21-02-2025,Mid
750,Education,AI Product Manager,Mid,Full-time,111712,179464,22-11-2024,Startup
751,Retail,NLP Engineer,Mid,Full-time,45412,84249,09-07-2024,Mid
752,Retail,Computer Vision Engineer,Entry,Full-time,96319,193004,31-08-2024,Mid
753,Tech,Computer Vision Engineer,Entry,Contract,132679,198491,25-05-2025,Mid
754,Tech,ML Engineer,Mid,Contract,108752,184389,30-04-2025,Large
755,Retail,ML Engineer,Senior,Internship,146465,217937,28-10-2024,Large
756,E-commerce,Computer Vision Engineer,Entry,Contract,148789,213319,11-08-2024,Startup
757,Education,ML Engineer,Entry,Internship,115045,199831,31-08-2024,Startup
758,Automotive,Data Analyst,Senior,Internship,135301,224073,25-12-2023,Large
759,Education,NLP Engineer,Entry,Full-time,77322,156137,29-03-2025,Mid
760,Healthcare,ML Engineer,Senior,Contract,87528,177503,16-07-2024,Large
761,E-commerce,Computer Vision Engineer,Mid,Full-time,100842,113216,08-08-2024,Startup
762,Tech,AI Product Manager,Mid,Full-time,95461,161157,04-11-2024,Mid
763,E-commerce,Data Scientist,Entry,Remote,40926,133520,30-09-2023,Large
764,Automotive,AI Researcher,Mid,Remote,145229,207174,01-04-2024,Mid
765,Tech,NLP Engineer,Mid,Internship,56261,138738,04-02-2024,Mid
766,Finance,AI Product Manager,Entry,Contract,123318,209284,22-09-2024,Large
767,Finance,ML Engineer,Entry,Contract,48577,77587,22-11-2024,Startup
768,E-commerce,Data Analyst,Senior,Full-time,45866,83992,25-07-2025,Large
769,Automotive,Quant Researcher,Senior,Remote,82486,107941,27-09-2023,Mid
770,Tech,Data Analyst,Senior,Contract,97109,162991,24-02-2024,Large
771,Finance,Data Analyst,Senior,Full-time,68376,111383,09-12-2023,Mid
772,Automotive,AI Researcher,Senior,Full-time,112752,194703,09-06-2025,Mid
773,Automotive,Quant Researcher,Entry,Contract,126011,222919,12-10-2024,Startup
774,Tech,AI Product Manager,Mid,Contract,143118,197899,09-08-2025,Startup
775,Finance,ML Engineer,Entry,Full-time,80005,164440,30-08-2024,Mid
776,Tech,ML Engineer,Senior,Contract,65236,112321,18-11-2024,Startup
777,Retail,Quant Researcher,Senior,Full-time,106312,133726,03-06-2025,Startup
778,Healthcare,Quant Researcher,Mid,Full-time,70970,130168,26-09-2023,Startup
779,Tech,AI Researcher,Mid,Contract,79563,160638,21-01-2024,Startup
780,E-commerce,Data Analyst,Entry,Internship,142504,235377,26-05-2025,Mid
781,Retail,Computer Vision Engineer,Mid,Contract,134914,192870,04-02-2025,Large
782,Automotive,NLP Engineer,Senior,Full-time,110442,136014,23-06-2025,Startup
783,Tech,Data Scientist,Mid,Full-time,108092,149127,11-08-2024,Large
784,Automotive,Data Analyst,Entry,Internship,130779,223455,14-11-2023,Startup
785,Automotive,AI Researcher,Mid,Full-time,91255,112451,17-10-2023,Large
786,Retail,Data Scientist,Entry,Internship,90879,135247,25-09-2023,Large
787,Finance,Quant Researcher,Mid,Internship,115822,145532,16-09-2024,Mid
788,Retail,AI Researcher,Mid,Contract,83481,125210,23-10-2024,Mid
789,Education,ML Engineer,Senior,Full-time,99587,178090,06-09-2024,Startup
790,E-commerce,AI Product Manager,Mid,Internship,58111,109668,20-11-2023,Mid
791,Tech,ML Engineer,Senior,Contract,43453,96389,01-04-2025,Large
792,E-commerce,Computer Vision Engineer,Entry,Remote,118748,154255,14-08-2024,Large
793,Retail,AI Product Manager,Entry,Internship,78422,107540,11-09-2025,Large
794,Education,AI Researcher,Entry,Internship,112925,176100,19-10-2024,Startup
795,Retail,Data Analyst,Entry,Internship,117216,164983,02-11-2023,Startup
796,Retail,Data Scientist,Mid,Contract,108484,157131,28-10-2024,Startup
797,Tech,Quant Researcher,Senior,Internship,77543,158349,08-04-2024,Mid
798,Finance,AI Researcher,Entry,Remote,41105,131816,27-11-2024,Mid
799,Retail,ML Engineer,Entry,Remote,119337,197693,11-05-2025,Large
800,Automotive,Quant Researcher,Mid,Contract,110827,196005,11-03-2025,Large
801,Education,NLP Engineer,Mid,Contract,68942,151892,15-03-2025,Startup
802,Automotive,Data Analyst,Mid,Remote,132080,194071,06-01-2024,Large
803,Retail,Data Scientist,Entry,Full-time,78884,141741,14-06-2025,Large
804,Automotive,Computer Vision Engineer,Entry,Internship,109567,153916,16-11-2023,Large
805,Healthcare,AI Researcher,Entry,Internship,48357,117638,04-03-2025,Mid
806,Tech,Computer Vision Engineer,Mid,Contract,99903,116196,08-11-2023,Large
807,Automotive,Computer Vision Engineer,Mid,Full-time,84022,154182,23-04-2025,Large
808,Healthcare,NLP Engineer,Entry,Remote,90182,127387,19-04-2024,Mid
809,Retail,ML Engineer,Senior,Full-time,63292,75056,07-02-2025,Startup
810,Automotive,AI Product Manager,Entry,Full-time,55596,70304,02-06-2025,Mid
811,E-commerce,ML Engineer,Entry,Remote,98886,175351,07-11-2024,Mid
812,Tech,Quant Researcher,Senior,Full-time,95671,135465,23-10-2023,Startup
813,E-commerce,AI Product Manager,Senior,Internship,54859,114121,08-09-2024,Startup
814,Tech,Computer Vision Engineer,Entry,Internship,84637,101116,30-05-2024,Startup
815,Automotive,Quant Researcher,Senior,Remote,68935,104191,03-02-2024,Large
816,Healthcare,Computer Vision Engineer,Mid,Internship,65508,132502,20-01-2024,Large
817,Retail,AI Product Manager,Mid,Internship,56129,112048,18-03-2024,Mid
818,Finance,ML Engineer,Mid,Contract,85447,134543,13-10-2024,Large
819,Retail,AI Researcher,Mid,Contract,130152,188601,23-04-2024,Mid
820,Retail,Data Analyst,Entry,Remote,141832,204974,09-04-2025,Startup
821,E-commerce,Data Analyst,Entry,Full-time,146129,175662,11-01-2025,Large
822,Retail,ML Engineer,Senior,Full-time,96885,106999,17-11-2023,Large
823,Finance,Quant Researcher,Entry,Remote,104902,195443,04-05-2025,Large
824,Healthcare,AI Researcher,Entry,Contract,90748,177223,02-08-2024,Large
825,Retail,AI Researcher,Mid,Full-time,88375,109142,10-04-2024,Mid
826,Healthcare,AI Product Manager,Mid,Contract,70090,136849,20-11-2023,Startup
827,E-commerce,AI Product Manager,Entry,Contract,95361,189634,14-04-2024,Startup
828,Finance,NLP Engineer,Mid,Remote,41043,121192,12-06-2024,Startup
829,Automotive,AI Researcher,Senior,Internship,51739,81068,25-01-2025,Mid
830,Education,Computer Vision Engineer,Mid,Remote,136245,158942,28-09-2023,Mid
831,Education,Data Scientist,Mid,Remote,94816,180325,06-12-2024,Large
832,Retail,AI Product Manager,Entry,Internship,139236,202150,05-10-2023,Startup
833,Retail,AI Researcher,Mid,Remote,67231,93957,11-10-2024,Mid
834,E-commerce,ML Engineer,Entry,Contract,137964,170457,09-08-2024,Mid
835,Education,Data Scientist,Mid,Internship,95174,127901,15-09-2024,Large
836,Education,ML Engineer,Senior,Full-time,139025,163828,03-08-2025,Large
837,Finance,AI Researcher,Senior,Remote,80064,166540,07-02-2025,Startup
838,Retail,AI Product Manager,Mid,Remote,123917,215224,09-02-2025,Mid
839,Tech,Data Scientist,Entry,Internship,112129,134693,30-04-2025,Startup
840,E-commerce,Quant Researcher,Entry,Internship,93495,121455,31-08-2025,Mid
841,Retail,Data Scientist,Mid,Remote,93984,115685,12-08-2024,Large
842,Automotive,Data Scientist,Entry,Internship,141497,186741,01-12-2024,Large
843,Finance,NLP Engineer,Senior,Internship,108227,170108,08-08-2025,Startup
844,Tech,Data Scientist,Senior,Contract,46507,95380,18-03-2024,Startup
845,Tech,ML Engineer,Senior,Remote,144378,182820,23-08-2024,Large
846,E-commerce,AI Researcher,Senior,Contract,116988,142045,27-07-2025,Mid
847,Healthcare,Quant Researcher,Entry,Full-time,49343,95151,18-07-2024,Large
848,Retail,AI Product Manager,Entry,Remote,102358,113016,17-12-2024,Mid
849,Retail,Computer Vision Engineer,Mid,Contract,124228,223625,25-02-2025,Startup
850,Finance,AI Researcher,Senior,Full-time,128700,140403,01-09-2025,Mid
851,Retail,Data Analyst,Entry,Internship,53005,135645,04-04-2025,Startup
852,Healthcare,AI Researcher,Senior,Contract,112949,150069,21-03-2025,Mid
853,Healthcare,NLP Engineer,Mid,Internship,53274,85457,08-05-2025,Large
854,Finance,NLP Engineer,Mid,Contract,61527,118727,21-04-2025,Startup
855,Tech,Data Scientist,Senior,Full-time,80834,133992,06-04-2024,Mid
856,Retail,Data Scientist,Entry,Full-time,143635,176509,21-05-2024,Mid
857,Education,AI Product Manager,Entry,Full-time,67463,117748,09-11-2023,Startup
858,Education,ML Engineer,Entry,Internship,139626,171708,18-11-2024,Mid
859,Healthcare,Data Analyst,Entry,Contract,119828,147857,11-01-2025,Large
860,Retail,ML Engineer,Entry,Contract,76830,109934,21-08-2024,Large
861,Automotive,Computer Vision Engineer,Entry,Internship,94999,172683,22-10-2023,Startup
862,Retail,NLP Engineer,Entry,Full-time,86971,144409,03-12-2024,Large
863,Automotive,Data Analyst,Senior,Remote,104785,143093,16-08-2024,Startup
864,Finance,Data Scientist,Senior,Remote,42308,86646,09-05-2024,Mid
865,Retail,Computer Vision Engineer,Mid,Internship,91659,186622,30-12-2023,Large
866,Finance,AI Product Manager,Senior,Contract,100619,133109,22-03-2025,Startup
867,E-commerce,ML Engineer,Entry,Remote,99808,170989,11-03-2025,Large
868,Automotive,NLP Engineer,Entry,Remote,90343,162855,19-03-2024,Mid
869,Finance,NLP Engineer,Senior,Contract,75703,128358,12-03-2025,Mid
870,Education,Computer Vision Engineer,Entry,Internship,83952,144284,05-08-2025,Mid
871,Automotive,AI Researcher,Mid,Remote,69325,131806,01-01-2024,Large
872,Finance,NLP Engineer,Entry,Full-time,144735,236116,05-01-2024,Large
873,Finance,Data Analyst,Entry,Full-time,101118,138023,19-12-2024,Startup
874,Education,Data Analyst,Mid,Internship,147137,193127,20-05-2025,Large
875,E-commerce,ML Engineer,Senior,Contract,52210,134651,04-09-2025,Startup
876,Healthcare,ML Engineer,Senior,Internship,65715,150039,06-09-2025,Startup
877,E-commerce,Quant Researcher,Mid,Full-time,133828,174215,23-06-2024,Mid
878,Automotive,Quant Researcher,Entry,Remote,70866,151464,06-04-2025,Large
879,Tech,Data Scientist,Entry,Contract,128320,204308,10-08-2025,Mid
880,E-commerce,AI Product Manager,Mid,Full-time,58910,129962,29-06-2024,Large
881,Finance,NLP Engineer,Senior,Internship,127058,168678,19-02-2024,Startup
882,E-commerce,Data Scientist,Mid,Contract,49767,101227,20-03-2025,Startup
883,Finance,Quant Researcher,Senior,Contract,146173,230184,25-05-2024,Large
884,Tech,ML Engineer,Entry,Remote,88607,183164,21-02-2025,Large
885,Retail,ML Engineer,Senior,Contract,147037,178287,14-02-2025,Startup
886,Tech,Quant Researcher,Senior,Full-time,71180,170074,10-02-2024,Mid
887,Automotive,AI Researcher,Entry,Contract,130422,190384,02-02-2024,Large
888,Retail,AI Researcher,Mid,Internship,50046,107439,08-06-2025,Startup
889,Finance,Computer Vision Engineer,Entry,Full-time,77419,146607,20-06-2025,Mid
890,Healthcare,NLP Engineer,Entry,Full-time,111527,151917,12-10-2023,Mid
891,Automotive,Data Scientist,Mid,Internship,70421,88423,22-04-2025,Startup
892,E-commerce,ML Engineer,Entry,Remote,55816,118975,12-06-2025,Large
893,Retail,NLP Engineer,Entry,Remote,105588,129620,05-01-2025,Startup
894,E-commerce,Quant Researcher,Entry,Internship,46417,141320,13-01-2025,Startup
895,Automotive,Computer Vision Engineer,Mid,Remote,63705,108066,21-04-2025,Startup
896,Tech,AI Researcher,Senior,Contract,144068,203628,08-04-2025,Mid
897,Tech,Quant Researcher,Senior,Internship,112549,169557,04-03-2024,Mid
898,Healthcare,Quant Researcher,Senior,Internship,129815,228735,12-04-2024,Mid
899,Finance,Quant Researcher,Entry,Remote,119581,200017,14-08-2025,Startup
900,Retail,NLP Engineer,Entry,Full-time,140552,177621,03-07-2025,Large
901,Automotive,Data Scientist,Mid,Contract,115594,164198,28-07-2024,Startup
902,E-commerce,AI Product Manager,Entry,Contract,79445,122162,24-07-2024,Startup
903,Retail,ML Engineer,Entry,Contract,112049,152307,02-02-2025,Large
904,Tech,ML Engineer,Senior,Remote,142574,189997,14-06-2024,Mid
905,Retail,Data Analyst,Entry,Remote,104565,186039,08-08-2025,Large
906,Healthcare,Quant Researcher,Mid,Internship,90596,113378,11-12-2023,Large
907,E-commerce,NLP Engineer,Entry,Contract,84913,135327,20-10-2024,Startup
908,Retail,AI Product Manager,Senior,Internship,99425,166183,28-11-2024,Large
909,E-commerce,Computer Vision Engineer,Senior,Internship,128680,166841,21-10-2023,Large
910,Finance,NLP Engineer,Mid,Internship,96520,170352,03-10-2023,Startup
911,E-commerce,Data Scientist,Senior,Contract,120985,185014,10-11-2023,Startup
912,Tech,ML Engineer,Senior,Internship,46096,121946,29-08-2024,Large
913,Education,AI Product Manager,Senior,Contract,49743,85665,01-09-2025,Mid
914,Retail,ML Engineer,Entry,Remote,60561,83066,10-07-2025,Mid
915,Automotive,ML Engineer,Mid,Contract,123480,196377,22-10-2023,Mid
916,E-commerce,AI Researcher,Entry,Remote,49134,62088,27-02-2024,Large
917,Finance,AI Researcher,Entry,Full-time,146383,199913,10-12-2023,Startup
918,Education,Quant Researcher,Entry,Internship,44419,65350,12-12-2023,Startup
919,Automotive,AI Product Manager,Senior,Internship,48848,60982,05-05-2024,Startup
920,Healthcare,Computer Vision Engineer,Mid,Full-time,93385,188098,05-07-2025,Startup
921,Finance,AI Product Manager,Entry,Full-time,139966,204232,22-10-2024,Startup
922,E-commerce,Data Scientist,Senior,Contract,97543,186865,20-05-2025,Large
923,Retail,ML Engineer,Entry,Full-time,74682,90118,04-04-2025,Startup
924,Retail,AI Product Manager,Entry,Internship,48904,148883,20-04-2024,Large
925,Education,NLP Engineer,Senior,Full-time,77036,123121,28-01-2024,Mid
926,E-commerce,Computer Vision Engineer,Entry,Contract,99727,180257,23-12-2023,Large
927,Retail,Computer Vision Engineer,Senior,Full-time,100434,145432,06-01-2024,Mid
928,Finance,Data Analyst,Senior,Full-time,113410,124488,05-06-2024,Mid
929,E-commerce,Data Analyst,Entry,Remote,145218,225247,08-05-2024,Mid
930,Retail,ML Engineer,Mid,Internship,99985,118835,03-10-2023,Large
931,Finance,Data Scientist,Entry,Full-time,56177,123724,02-06-2025,Startup
932,Tech,AI Product Manager,Entry,Full-time,133484,224807,26-09-2024,Large
933,E-commerce,Data Analyst,Senior,Remote,144347,187223,01-09-2024,Mid
934,Finance,NLP Engineer,Mid,Internship,83798,121933,18-07-2024,Large
935,Automotive,Computer Vision Engineer,Senior,Internship,143575,159996,14-03-2025,Large
936,Retail,Quant Researcher,Senior,Remote,95811,171383,31-01-2025,Startup
937,E-commerce,Computer Vision Engineer,Entry,Contract,103575,118168,24-01-2024,Large
938,Finance,NLP Engineer,Mid,Full-time,40745,127343,15-06-2025,Startup
939,Healthcare,Quant Researcher,Mid,Remote,66473,78077,11-10-2023,Large
940,Tech,NLP Engineer,Senior,Internship,114324,162850,04-05-2025,Large
941,Retail,AI Product Manager,Senior,Contract,81604,133314,02-11-2024,Large
942,Healthcare,Quant Researcher,Senior,Internship,89096,179857,09-09-2024,Mid
943,E-commerce,Computer Vision Engineer,Mid,Remote,56260,87654,06-11-2023,Large
944,E-commerce,AI Researcher,Entry,Internship,49558,70064,08-02-2025,Mid
945,Education,AI Product Manager,Mid,Full-time,81542,177339,03-11-2024,Large
946,Tech,AI Product Manager,Entry,Full-time,102091,163622,25-07-2025,Startup
947,E-commerce,NLP Engineer,Senior,Remote,121879,190776,28-12-2023,Startup
948,E-commerce,Quant Researcher,Senior,Internship,100499,194235,22-04-2025,Mid
949,Automotive,Data Scientist,Mid,Remote,93170,133713,03-10-2023,Startup
950,Education,Quant Researcher,Senior,Remote,93116,182505,17-08-2025,Startup
951,Healthcare,Data Analyst,Senior,Contract,134605,155059,04-01-2024,Mid
952,Finance,Computer Vision Engineer,Entry,Contract,135040,211350,05-08-2024,Startup
953,Healthcare,Computer Vision Engineer,Entry,Internship,70699,105545,29-03-2025,Startup
954,Retail,Computer Vision Engineer,Entry,Internship,49914,109366,14-06-2025,Large
955,Healthcare,AI Researcher,Mid,Contract,104664,167187,10-08-2024,Startup
956,E-commerce,Data Analyst,Mid,Full-time,82848,132371,01-12-2024,Mid
957,Retail,Data Scientist,Mid,Internship,49582,66937,10-09-2025,Large
958,Automotive,Data Scientist,Senior,Internship,90272,169247,02-01-2024,Startup
959,Tech,Data Analyst,Entry,Remote,124573,216693,24-01-2024,Mid
960,Finance,Quant Researcher,Entry,Full-time,121683,156490,28-12-2024,Startup
961,Automotive,Computer Vision Engineer,Entry,Contract,140647,193727,08-11-2023,Startup
962,E-commerce,Data Analyst,Mid,Internship,68266,125443,25-11-2023,Startup
963,Retail,Data Scientist,Senior,Full-time,141644,203839,23-04-2024,Startup
964,Tech,AI Product Manager,Senior,Full-time,110260,191166,17-02-2024,Large
965,E-commerce,Computer Vision Engineer,Entry,Contract,56178,73901,20-07-2024,Mid
966,Tech,Quant Researcher,Senior,Contract,148430,222122,28-01-2024,Large
967,E-commerce,Quant Researcher,Senior,Remote,130221,187925,29-09-2024,Large
968,Retail,Computer Vision Engineer,Entry,Full-time,89082,125755,21-04-2024,Large
969,Retail,NLP Engineer,Senior,Contract,140456,219981,08-03-2025,Startup
970,Automotive,Computer Vision Engineer,Entry,Internship,75664,174496,13-04-2025,Large
971,Finance,Computer Vision Engineer,Entry,Internship,74698,171496,16-06-2024,Large
972,Education,Data Scientist,Entry,Internship,135994,178112,21-09-2023,Startup
973,Healthcare,AI Product Manager,Mid,Remote,67828,84015,19-09-2025,Mid
974,Education,AI Product Manager,Mid,Remote,134744,214025,02-01-2024,Mid
975,Education,Data Scientist,Entry,Contract,123053,215790,19-01-2024,Large
976,Retail,Data Scientist,Entry,Contract,129888,146706,06-05-2024,Mid
977,E-commerce,AI Product Manager,Senior,Contract,134151,186280,09-08-2024,Large
978,E-commerce,AI Product Manager,Senior,Remote,87836,151813,06-09-2024,Startup
979,Retail,ML Engineer,Mid,Internship,98287,153537,20-04-2024,Mid
980,Healthcare,NLP Engineer,Senior,Remote,72000,122709,27-10-2024,Mid
981,E-commerce,Computer Vision Engineer,Senior,Internship,81871,132251,10-07-2024,Mid
982,Retail,Quant Researcher,Entry,Remote,93878,113869,26-12-2023,Startup
983,E-commerce,NLP Engineer,Entry,Remote,41243,77253,29-10-2023,Startup
984,Automotive,Data Scientist,Entry,Contract,47150,124312,17-11-2023,Startup
985,Tech,ML Engineer,Mid,Remote,127636,149510,30-10-2023,Mid
986,Finance,NLP Engineer,Mid,Contract,130749,200032,10-01-2025,Large
987,Education,AI Researcher,Mid,Contract,58452,155880,05-05-2025,Large
988,Retail,Computer Vision Engineer,Senior,Contract,68117,162345,31-08-2025,Mid
989,Healthcare,NLP Engineer,Senior,Internship,112292,131998,07-09-2024,Mid
990,Tech,AI Product Manager,Senior,Contract,139059,151161,09-03-2025,Mid
991,Retail,Data Analyst,Entry,Contract,110780,193559,10-03-2024,Mid
992,Healthcare,Quant Researcher,Senior,Remote,44707,105567,13-09-2025,Startup
993,Retail,Data Scientist,Senior,Contract,112616,150479,10-10-2023,Startup
994,E-commerce,AI Researcher,Entry,Full-time,92121,110462,01-10-2023,Large
995,Automotive,Quant Researcher,Mid,Internship,92112,185041,04-08-2024,Large
996,Retail,Data Analyst,Mid,Remote,115180,140889,21-03-2025,Mid
997,Education,ML Engineer,Mid,Internship,95776,159901,30-05-2024,Startup
998,Tech,ML Engineer,Senior,Full-time,141251,152764,09-03-2024,Mid
999,Finance,Data Analyst,Mid,Remote,136810,231084,18-03-2025,Startup
1000,Retail,Data Scientist,Senior,Full-time,83889,134261,20-08-2025,Mid
1001,Automotive,ML Engineer,Senior,Contract,101199,165364,16-02-2025,Mid
1002,Tech,Data Analyst,Mid,Internship,131457,181221,12-06-2025,Mid
1003,E-commerce,ML Engineer,Senior,Full-time,142849,159228,12-06-2025,Startup
1004,Automotive,Data Scientist,Mid,Internship,138773,156637,07-12-2024,Startup
1005,Healthcare,Data Analyst,Mid,Contract,52554,88603,14-02-2024,Large
1006,Education,Data Analyst,Senior,Full-time,42445,87889,06-06-2025,Startup
1007,Automotive,Quant Researcher,Entry,Internship,42100,109275,23-03-2024,Large
1008,Retail,Quant Researcher,Mid,Contract,137547,208492,27-04-2024,Startup
1009,Retail,ML Engineer,Entry,Contract,141946,171941,17-03-2025,Startup
1010,Education,Quant Researcher,Mid,Full-time,131712,178157,16-03-2025,Mid
1011,Education,ML Engineer,Mid,Remote,91126,185060,05-07-2024,Startup
1012,Automotive,NLP Engineer,Senior,Full-time,100471,143502,07-09-2024,Large
1013,Finance,ML Engineer,Senior,Remote,47058,78474,22-08-2025,Mid
1014,Retail,AI Researcher,Entry,Internship,102565,184809,06-08-2025,Large
1015,Finance,Data Analyst,Mid,Remote,61954,143718,10-06-2025,Startup
1016,Tech,Computer Vision Engineer,Senior,Remote,83274,137815,05-01-2024,Startup
1017,Healthcare,Data Analyst,Entry,Full-time,82652,137577,25-05-2025,Mid
1018,Tech,NLP Engineer,Entry,Remote,84254,109338,08-04-2024,Large
1019,Automotive,Computer Vision Engineer,Mid,Full-time,135038,234859,13-04-2025,Large
1020,Healthcare,ML Engineer,Entry,Remote,58091,128175,02-10-2024,Startup
1021,Tech,Data Analyst,Senior,Contract,59630,143743,21-12-2024,Startup
1022,Healthcare,NLP Engineer,Senior,Internship,90456,177785,14-01-2024,Large
1023,Education,NLP Engineer,Entry,Internship,130542,204720,08-11-2024,Startup
1024,Education,AI Product Manager,Entry,Internship,74640,136034,01-04-2025,Large
1025,E-commerce,Data Analyst,Entry,Internship,134678,199022,01-05-2025,Large
1026,E-commerce,Data Analyst,Entry,Contract,60699,100444,11-09-2025,Mid
1027,Education,NLP Engineer,Entry,Internship,118562,168256,27-03-2024,Mid
1028,E-commerce,Data Scientist,Mid,Full-time,135565,208792,03-03-2024,Mid
1029,Education,ML Engineer,Senior,Internship,102146,133999,15-12-2023,Mid
1030,Retail,Quant Researcher,Entry,Full-time,119302,138298,05-09-2024,Startup
1031,E-commerce,Data Analyst,Entry,Contract,49324,111133,03-04-2024,Large
1032,E-commerce,Computer Vision Engineer,Entry,Full-time,138580,231364,06-02-2024,Startup
1033,Finance,Quant Researcher,Mid,Contract,74176,137039,06-11-2024,Large
1034,Healthcare,ML Engineer,Mid,Remote,131736,200711,24-05-2025,Large
1035,E-commerce,Quant Researcher,Mid,Contract,147838,240312,30-04-2025,Large
1036,Education,AI Product Manager,Senior,Internship,73318,132625,22-03-2024,Startup
1037,Finance,Computer Vision Engineer,Mid,Internship,47247,120710,14-08-2025,Mid
1038,Retail,NLP Engineer,Senior,Internship,147851,188241,11-08-2025,Startup
1039,Tech,Data Analyst,Senior,Full-time,83545,139001,07-09-2024,Large
1040,E-commerce,Data Scientist,Senior,Contract,113683,150250,11-12-2023,Mid
1041,Tech,AI Researcher,Mid,Internship,85570,163706,30-01-2025,Mid
1042,Retail,Data Analyst,Mid,Full-time,47968,108841,03-07-2024,Startup
1043,Healthcare,Data Analyst,Entry,Internship,110576,182999,18-03-2024,Large
1044,Tech,AI Researcher,Entry,Contract,80195,161305,01-08-2025,Startup
1045,E-commerce,AI Product Manager,Mid,Remote,131293,216683,19-10-2024,Startup
1046,Finance,AI Researcher,Mid,Remote,113368,178541,29-01-2024,Startup
1047,Tech,Data Analyst,Mid,Contract,86846,98704,03-02-2025,Startup
1048,Tech,NLP Engineer,Mid,Internship,125414,140740,01-08-2024,Mid
1049,Automotive,Data Scientist,Entry,Internship,127708,143295,05-11-2024,Startup
1050,Finance,NLP Engineer,Senior,Remote,136117,208595,21-10-2023,Mid
1051,Automotive,Data Scientist,Senior,Full-time,74834,103941,04-06-2024,Mid
1052,Automotive,Computer Vision Engineer,Mid,Internship,123956,163525,14-03-2024,Large
1053,Finance,NLP Engineer,Mid,Internship,138221,219313,07-11-2024,Large
1054,E-commerce,Data Scientist,Senior,Remote,46907,84839,09-08-2025,Large
1055,Automotive,Data Scientist,Senior,Full-time,136391,226513,03-07-2024,Startup
1056,Automotive,Data Analyst,Mid,Contract,113830,133491,09-07-2025,Mid
1057,E-commerce,Data Analyst,Senior,Full-time,45973,72433,11-06-2024,Mid
1058,Automotive,Data Analyst,Entry,Internship,85501,149518,30-04-2024,Large
1059,Retail,Computer Vision Engineer,Entry,Contract,137862,169321,25-08-2025,Mid
