job_id,tools_preferred
1685, FastAPI
1686,BigQuery
1687,MLflow
1688,TensorFlow
1689,TensorFlow
1689, KDB+
1690,MLflow
1690, LangChain
1691,LangChain
1691, FastAPI
1692,FastAPI
1693,PyTorch
1694,PyTorch
1695,KDB+
1696,BigQuery
1696, Scikit-learn
1697,KDB+
1698,MLflow
1698, TensorFlow
1699,PyTorch
1700,LangChain
1701,BigQuery
1701, LangChain
1701, MLflow
1702,Scikit-learn
1702, MLflow
1702, LangChain
1703,Scikit-learn
1704,FastAPI
1704, Scikit-learn
1705,PyTorch
1706,Scikit-learn
1706, BigQuery
1707,FastAPI
1707, Scikit-learn
1707, MLflow
1708,KDB+
1709,Scikit-learn
1709, BigQuery
1709, MLflow
1710,MLflow
1710, TensorFlow
1711,Scikit-learn
1711, TensorFlow
1712,Scikit-learn
1713,LangChain
1713, PyTorch
1714,TensorFlow
1714, BigQuery
1715,Scikit-learn
1715, TensorFlow
1715, KDB+
1716,MLflow
1717,BigQuery
1718,MLflow
1719,MLflow
1719, PyTorch
1720,PyTorch
1720, KDB+
1720, LangChain
1721,FastAPI
1721, LangChain
1721, MLflow
1722,TensorFlow
1723,BigQuery
1723, LangChain
1724,LangChain
1724, KDB+
1724, BigQuery
1725,Scikit-learn
1725, FastAPI
1726,KDB+
1727,BigQuery
1728,MLflow
1729,KDB+
1730,LangChain
1730, TensorFlow
1730, MLflow
1731,BigQuery
1731, PyTorch
1732,MLflow
1732, KDB+
1733,TensorFlow
1733, KDB+
1733, FastAPI
1734,FastAPI
1734, PyTorch
1734, TensorFlow
1735,BigQuery
1735, FastAPI
1735, PyTorch
1736,KDB+
1736, FastAPI
1736, MLflow
1737,FastAPI
1737, LangChain
1738,KDB+
1738, LangChain
1739,LangChain
1739, FastAPI
1739, TensorFlow
1740,Scikit-learn
1740, BigQuery
1740, KDB+
1741,KDB+
1741, FastAPI
1741, PyTorch
1742,BigQuery
1742, MLflow
1743,KDB+
1744,TensorFlow
1744, FastAPI
1744, KDB+
1745,BigQuery
1745, TensorFlow
1746,BigQuery
1747,Scikit-learn
1747, LangChain
1748,TensorFlow
1749,FastAPI
1749, TensorFlow
1750,Scikit-learn
1750, BigQuery
1751,Scikit-learn
1751, MLflow
1752,KDB+
1753,Scikit-learn
1754,PyTorch
1755,KDB+
1756,PyTorch
1756, MLflow
1757,Scikit-learn
1757, TensorFlow
1758,PyTorch
1759,TensorFlow
1759, MLflow
1760,MLflow
1760, TensorFlow
1760, BigQuery
1761,BigQuery
1761, KDB+
1761, PyTorch
1762,Scikit-learn
1762, PyTorch
1763,LangChain
1764,MLflow
1764, KDB+
1765,PyTorch
1766,FastAPI
1766, TensorFlow
1766, KDB+
1767,Scikit-learn
1767, BigQuery
1767, FastAPI
1768,BigQuery
1768, Scikit-learn
1768, PyTorch
1769,LangChain
1769, BigQuery
1769, KDB+
1770,Scikit-learn
1770, LangChain
1771,BigQuery
1771, MLflow
1771, LangChain
1772,TensorFlow
1772, FastAPI
1772, PyTorch
1773,BigQuery
1773, TensorFlow
1773, FastAPI
1774,MLflow
1774, LangChain
1774, PyTorch
1775,BigQuery
1775, TensorFlow
1775, PyTorch
1776,KDB+
1777,Scikit-learn
1777, PyTorch
1778,LangChain
1778, FastAPI
1779,FastAPI
1779, Scikit-learn
1780,MLflow
1780, Scikit-learn
1781,Scikit-learn
1781, LangChain
1781, MLflow
1782,MLflow
1782, TensorFlow
1783,PyTorch
1784,FastAPI
1785,MLflow
1786,BigQuery
1786, MLflow
1786, TensorFlow
1787,BigQuery
1787, MLflow
1787, FastAPI
1788,Scikit-learn
1788, TensorFlow
1789,Scikit-learn
1789, LangChain
1790,BigQuery
1790, LangChain
1791,MLflow
1792,LangChain
1792, KDB+
1792, Scikit-learn
1793,Scikit-learn
1794,LangChain
1794, MLflow
1795,Scikit-learn
1795, FastAPI
1796,PyTorch
1796, Scikit-learn
1797,PyTorch
1797, FastAPI
1798,MLflow
1798, Scikit-learn
1798, KDB+
1799,BigQuery
1799, KDB+
1799, MLflow
1800,PyTorch
1800, Scikit-learn
1801,TensorFlow
1801, MLflow
1802,PyTorch
1802, MLflow
1803,BigQuery
1803, MLflow
1803, Scikit-learn
1804,LangChain
1805,PyTorch
1806,FastAPI
1806, KDB+
1806, MLflow
1807,BigQuery
1808,PyTorch
1809,MLflow
1810,MLflow
1811,LangChain
1812,MLflow
1812, LangChain
1813,TensorFlow
1814,MLflow
1815,KDB+
1815, LangChain
1815, MLflow
1816,FastAPI
1816, KDB+
1817,MLflow
1817, KDB+
1817, PyTorch
1818,PyTorch
1818, LangChain
1818, TensorFlow
1819,FastAPI
1819, KDB+
1819, Scikit-learn
1820,LangChain
1820, BigQuery
1820, TensorFlow
1821,FastAPI
1821, LangChain
1821, MLflow
1822,KDB+
1822, FastAPI
1823,KDB+
1823, TensorFlow
1823, LangChain
1824,LangChain
1825,KDB+
1826,MLflow
1826, LangChain
1826, KDB+
1827,MLflow
1828,Scikit-learn
1828, FastAPI
1829,PyTorch
1830,KDB+
1831,KDB+
1832,Scikit-learn
1832, KDB+
1832, FastAPI
1833,FastAPI
1834,TensorFlow
1834, LangChain
1835,BigQuery
1835, PyTorch
1836,KDB+
1837,Scikit-learn
1837, BigQuery
1837, PyTorch
1838,TensorFlow
1839,FastAPI
1839, PyTorch
1840,KDB+
1840, LangChain
1840, TensorFlow
1841,MLflow
1842,LangChain
1842, Scikit-learn
1843,LangChain
1843, FastAPI
1843, Scikit-learn
1844,BigQuery
1845,KDB+
1845, LangChain
1846,BigQuery
1846, TensorFlow
1846, LangChain
1847,BigQuery
1847, TensorFlow
1848,MLflow
1848, PyTorch
1849,LangChain
1849, TensorFlow
1849, PyTorch
1850,KDB+
1850, FastAPI
1851,LangChain
1851, BigQuery
1851, MLflow
1852,TensorFlow
1852, KDB+
1853,TensorFlow
1854,LangChain
1854, Scikit-learn
1854, BigQuery
1855,BigQuery
1856,LangChain
1856, MLflow
1857,KDB+
1858,LangChain
1859,Scikit-learn
1859, MLflow
1860,MLflow
1860, FastAPI
1861,FastAPI
1861, BigQuery
1861, PyTorch
1862,PyTorch
1862, BigQuery
1863,KDB+
1863, MLflow
1864,TensorFlow
1864, LangChain
1865,MLflow
1865, TensorFlow
1865, PyTorch
1866,KDB+
1866, FastAPI
1867,Scikit-learn
1867, BigQuery
1867, PyTorch
1868,MLflow
1869,PyTorch
1869, KDB+
1870,Scikit-learn
1870, BigQuery
1871,TensorFlow
1871, PyTorch
1872,LangChain
1872, BigQuery
1873,KDB+
1874,Scikit-learn
1874, KDB+
1874, FastAPI
1875,TensorFlow
1876,MLflow
1876, BigQuery
1877,LangChain
1877, MLflow
1878,Scikit-learn
1879,TensorFlow
1879, Scikit-learn
1879, MLflow
1880,FastAPI
1880, MLflow
1881,Scikit-learn
1881, BigQuery
1882,TensorFlow
1883,LangChain
1884,FastAPI
1884, BigQuery
1884, PyTorch
1885,MLflow
1885, PyTorch
1885, TensorFlow
1886,TensorFlow
1886, FastAPI
1887,BigQuery
1888,FastAPI
1888, MLflow
1888, TensorFlow
1889,BigQuery
1889, TensorFlow
1889, PyTorch
1890,LangChain
1890, PyTorch
1890, MLflow
1891,PyTorch
1892,BigQuery
1892, Scikit-learn
1893,LangChain
1894,KDB+
1895,PyTorch
1895, TensorFlow
1896,PyTorch
1896, FastAPI
1897,PyTorch
1898,PyTorch
1899,MLflow
1899, KDB+
1899, PyTorch
1900,PyTorch
1900, MLflow
1901,MLflow
1901, KDB+
1901, PyTorch
1902,PyTorch
1902, KDB+
1903,PyTorch
1903, TensorFlow
1903, Scikit-learn
1904,FastAPI
1904, MLflow
1904, PyTorch
1905,KDB+
1905, PyTorch
1905, TensorFlow
1906,LangChain
1907,LangChain
1907, PyTorch
1908,MLflow
1909,FastAPI
1910,FastAPI
1911,Scikit-learn
1911, BigQuery
1912,KDB+
1912, BigQuery
1913,PyTorch
1913, BigQuery
1913, Scikit-learn
1914,MLflow
1914, BigQuery
1914, FastAPI
1915,KDB+
1915, PyTorch
1915, Scikit-learn
1916,LangChain
1917,MLflow
1917, PyTorch
1917, TensorFlow
1918,BigQuery
1919,TensorFlow
1919, BigQuery
1920,LangChain
1920, PyTorch
1921,PyTorch
1921, LangChain
1922,KDB+
1922, FastAPI
1923,LangChain
1923, TensorFlow
1924,FastAPI
1924, BigQuery
1925,BigQuery
1925, KDB+
1926,MLflow
1927,LangChain
1928,BigQuery
1928, MLflow
1929,MLflow
1929, KDB+
1930,KDB+
1930, FastAPI
1930, BigQuery
1931,LangChain
1931, KDB+
1931, Scikit-learn
1932,MLflow
1932, Scikit-learn
1933,KDB+
1933, Scikit-learn
1933, FastAPI
1934,PyTorch
1934, KDB+
1935,MLflow
1935, KDB+
1935, Scikit-learn
1936,PyTorch
1937,Scikit-learn
1938,FastAPI
1938, MLflow
1938, Scikit-learn
1939,LangChain
1940,PyTorch
1941,PyTorch
1942,PyTorch
1942, TensorFlow
1942, MLflow
1943,MLflow
1943, TensorFlow
1944,MLflow
1944, Scikit-learn
1944, FastAPI
1945,TensorFlow
1946,FastAPI
1947,KDB+
1948,TensorFlow
1949,LangChain
1950,Scikit-learn
1951,TensorFlow
1951, BigQuery
1952,KDB+
1952, PyTorch
1952, Scikit-learn
1953,BigQuery
1953, PyTorch
1954,FastAPI
1954, Scikit-learn
1954, TensorFlow
1955,FastAPI
1955, LangChain
1956,MLflow
1956, KDB+
1956, LangChain
1957,FastAPI
1957, TensorFlow
1957, LangChain
1958,FastAPI
1958, BigQuery
1958, TensorFlow
1959,LangChain
1960,Scikit-learn
1960, TensorFlow
1960, FastAPI
1961,KDB+
1961, FastAPI
1961, TensorFlow
1962,BigQuery
1963,BigQuery
1964,TensorFlow
1964, FastAPI
1964, BigQuery
1965,Scikit-learn
1965, FastAPI
1965, PyTorch
1966,KDB+
1966, BigQuery
1966, LangChain
1967,LangChain
1968,MLflow
1968, TensorFlow
1969,KDB+
1969, Scikit-learn
1970,MLflow
1970, LangChain
1970, Scikit-learn
1971,FastAPI
1972,BigQuery
1972, FastAPI
1973,BigQuery
1973, FastAPI
1973, LangChain
1974,KDB+
1974, MLflow
1974, PyTorch
1975,FastAPI
1975, LangChain
1976,LangChain
1976, PyTorch
1977,FastAPI
1977, BigQuery
1977, Scikit-learn
1978,TensorFlow
1979,TensorFlow
1979, Scikit-learn
1980,MLflow
1980, LangChain
1981,Scikit-learn
1981, FastAPI
1981, LangChain
1982,Scikit-learn
1982, LangChain
1983,FastAPI
1984,BigQuery
1984, MLflow
1984, FastAPI
1985,KDB+
1985, FastAPI
1985, PyTorch
1986,MLflow
1987,BigQuery
1987, MLflow
1988,BigQuery
1988, TensorFlow
1988, LangChain
1989,KDB+
1989, TensorFlow
1990,KDB+
1990, BigQuery
1991,FastAPI
1991, PyTorch
1992,MLflow
1992, FastAPI
1993,MLflow
1993, PyTorch
1994,LangChain
1995,MLflow
1995, LangChain
1996,MLflow
1997,KDB+
1997, LangChain
1997, MLflow
1998,PyTorch
1999,MLflow
1999, TensorFlow
1999, FastAPI
2000,MLflow
